is_rumor,thread,in_reply_tweet,event,is_source_tweet,user_id,tweet_length,text,created,has_smile_emoji,sensitive,has_quest,has_exclaim,has_quest_or_exclaim,user.verified,user.handle_length,user.time_zone,user.desc_length,user.created_at,user.location,user.utc_dist,hasperiod,number_punct,negativewordcount,positivewordcount,capitalratio,contentlength,sentimentscore,Noun,Verb,Adjective,Pronoun,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,Adverb,has_url_in_text
0,580322332348190720,5.803262492575293e+17,germanwings-crash,0,18329957,140,"@Jonny_Hallam Just looked at this.. http://t.co/eivkL8iuMe Starts decending as soon as it hits 38000, takes 12 minutes to come down to 6800.",1427196232000.0,0,0,0,0,0,0,12,London,125,1230022997000.0,1,0.0,4,22,1,0,0.04285714285714286,22,-0.15555555555555559,4,7,0,1,0,0,1,0,1
0,580322332348190720,5.803246758987653e+17,germanwings-crash,0,19910285,55,@Youngloch @benmarsh @BBCRosAtkins yes. Not nice at all,1427196315000.0,0,0,0,0,0,0,12,London,56,1233586896000.0,1,0.0,1,1,0,0,0.12727272727272726,8,-0.3,3,1,0,0,0,0,0,0,0
0,580322332348190720,5.803291759968748e+17,germanwings-crash,0,19910285,18,@dgoneill very odd,1427196408000.0,0,0,0,0,0,0,12,London,56,1233586896000.0,1,0.0,0,0,0,0,0.0,3,-0.21666666666666667,0,1,1,0,0,0,0,0,0
0,580322332348190720,5.803246758987653e+17,germanwings-crash,0,22272218,123,@Jonny_Hallam @benmarsh @BBCRosAtkins reminds me a bit too much of the Helios crash in Greece when everyone was unconscious,1427224766000.0,0,0,0,0,0,0,11,,154,1235839782000.0,0,,0,1,0,0,0.07317073170731707,19,0.2,7,2,2,1,1,0,0,0,0
0,580322332348190720,5.804488584020951e+17,germanwings-crash,0,19910285,43,@Youngloch yep. That's what I was thinking.,1427234450000.0,0,0,0,0,0,0,12,London,56,1233586896000.0,1,0.0,2,3,0,0,0.06976744186046512,7,0.0,3,2,0,1,0,0,0,0,0
0,580322332348190720,5.80489473714176e+17,germanwings-crash,0,22272218,136,@Jonny_Hallam Awful news today - if nothing else it's indirect terrorism... If 9/11 had never happened that door could have been opened.,1427376766000.0,0,0,0,0,0,0,11,,154,1235839782000.0,0,,4,11,0,0,0.029411764705882353,21,-1.0,7,5,1,0,0,0,1,0,0
0,580322332348190720,5.810863897789481e+17,germanwings-crash,0,19910285,24,@Youngloch yep for sure.,1427377585000.0,0,0,0,0,0,0,12,London,56,1233586896000.0,1,0.0,1,1,0,0,0.041666666666666664,4,0.5,2,0,1,0,0,0,0,0,0
0,580322653472493569,,germanwings-crash,1,2566535282,106,IMAGE: Flightradar24 has this as the plane's last position. #4U9525 http://t.co/CIeAyJ4AOf - @BBCRosAtkins,1427194677000.0,0,0,0,0,0,0,13,Belgrade,153,1402724996000.0,0,0.0,2,18,0,0,0.16981132075471697,12,0.0,6,1,1,0,0,0,0,0,1
0,580322653472493569,5.803226534724936e+17,germanwings-crash,0,1139254410,118,"@rConflictNews @BBCRosAtkins Its seems almost like a controlled decent, 3500 feet per min is fast but not overall fast",1427195531000.0,0,0,0,0,0,0,18,,120,1359713560000.0,0,,0,5,0,1,0.06779661016949153,19,0.14166666666666666,5,4,1,0,0,0,1,0,0
0,580323152103911424,,germanwings-crash,1,95747671,72,Last position Germanwings A320 via @flightradar24 http://t.co/kJ5F9vlNQs,1427194796000.0,0,0,0,0,0,0,20,Paris,88,1260397656000.0,1,0.0,1,12,0,0,0.09722222222222222,7,0.0,5,0,1,0,0,0,0,0,1
0,580323152103911424,5.803231521039114e+17,germanwings-crash,0,157310916,125,"“@ReutersAero: Last position Germanwings A320 via @flightradar24 http://t.co/m0v2tuyos2”

やはりアルプスに突っ込んでいますね。
6700ftらしいので、ううむ。",1427194969000.0,0,0,0,0,0,0,10,Tokyo,130,1276953337000.0,1,8.0,1,18,0,0,0.05263157894736842,9,0.0,6,0,1,0,0,0,0,0,1
0,580323152103911424,5.803231521039114e+17,germanwings-crash,0,2339351,91,“@ReutersAero: Last position Germanwings A320 via @flightradar24 http://t.co/wLPDJptkHw” ✈️,1427195034000.0,0,0,0,0,0,0,14,London,16,1174936046000.0,1,0.0,1,11,0,0,0.11494252873563218,8,0.0,6,0,1,0,0,0,0,0,1
0,580323152103911424,5.803231521039114e+17,germanwings-crash,0,158865228,65,"@ReutersAero @KianiKress @flightradar24 6,800ft is extremely low.",1427195110000.0,0,0,0,0,0,0,4,Amsterdam,87,1277328810000.0,1,1.0,1,8,0,0,0.06153846153846154,7,0.0,3,1,1,0,0,0,0,0,0
0,580323498905702400,,germanwings-crash,1,134196350,134,"Germanwings A320 D-AIPX is one of the oldest A320 with serial number 0147 and was delivered in Nov 1990
#4U9525 http://t.co/SW9ykvWtnW",1427194878000.0,0,0,0,0,0,1,13,Stockholm,146,1271528841000.0,1,0.0,1,27,0,0,0.1044776119402985,21,0.0,7,3,1,0,0,0,0,0,1
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,728867184,51,"@flightradar24 ex lufthansa plane called ""mannheim""",1427194929000.0,0,0,0,0,0,0,8,,70,1343756458000.0,1,,0,4,0,0,0.0,6,0.0,5,1,0,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,139631790,137,@flightradar24 Does it look like a decompression? Doesn't look like it was overspeeding at the last point seen on flightradar. @isobelroe,1427195011000.0,0,0,1,0,1,0,5,Brisbane,81,1272867380000.0,1,9.0,1,5,0,1,0.014598540145985401,21,0.0,7,5,1,2,0,0,2,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,212366011,38,@flightradar24 https://t.co/Pu8MpKbdTW,1427195060000.0,0,0,0,0,0,0,10,London,127,1288993956000.0,1,0.0,1,8,0,0,0.13157894736842105,2,0.0,2,0,0,0,0,0,0,0,1
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,2169512643,52,@flightradar24 how was the wx at the time? Any idea?,1427195086000.0,0,0,1,0,1,0,18,,129,1383664576000.0,1,,0,4,0,0,0.019230769230769232,10,0.0,4,2,0,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,543154591,119,MT @flightradar24: #Germanwings A320 D-AIPX is one of the oldest A320 and was delivered in 1990. http://t.co/IHr4ySGH81,1427195097000.0,0,0,0,0,0,0,18,Brisbane,20,1333347007000.0,1,9.0,2,24,0,0,0.12605042016806722,17,0.0,6,3,1,0,0,0,0,0,1
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,81132822,72,@flightradar24 can you tell what it was squawking before it disappeared?,1427195147000.0,0,0,1,0,1,0,14,Dublin,94,1255101995000.0,1,0.0,0,3,0,0,0.0,11,0.0,1,4,0,3,0,1,2,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,3084667744,25,@flightradar24 que horror,1427195289000.0,0,0,0,0,0,0,8,,0,1426013174000.0,0,,0,2,0,0,0.0,3,0.0,3,0,0,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,369977629,42,@flightradar24 @eNCAnews The actual plane.,1427195575000.0,0,0,0,0,0,0,13,,85,1315469098000.0,1,,1,3,0,0,0.09523809523809523,5,0.0,1,1,2,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,347272430,14,@flightradar24,1427195691000.0,0,0,0,0,0,0,15,Abu Dhabi,93,1312297025000.0,1,3.0,0,2,0,0,0.0,1,0.0,1,0,0,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,347272430,128,"“@flightradar24: Germanwings A320 D-AIPX is one of the oldest A320 with serial number 0147 and was delivered in Nov 1990
#4U9525",1427195718000.0,0,0,0,0,0,0,15,Abu Dhabi,93,1312297025000.0,1,3.0,0,24,0,0,0.07874015748031496,21,0.0,6,3,2,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,240279011,133,"MORE: @Germanwings A320 D-AIPX is one of the oldest A320, it was delivered in 1990.
#4U9525 http://t.co/xMdZhkzFPz via @flightradar24",1427195855000.0,0,0,0,0,0,1,15,Eastern Time (US & Canada),156,1295450554000.0,1,5.0,2,27,0,0,0.12781954887218044,19,0.5,6,3,0,1,0,0,1,0,1
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,135886035,38,@flightradar24 https://t.co/RpX0FlvoW1,1427195941000.0,0,0,0,0,0,0,5,Amsterdam,0,1271943255000.0,0,1.0,1,9,0,0,0.10526315789473684,2,0.0,2,0,0,0,0,0,0,0,1
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,405683625,67,@flightradar24 @seemay I thought it happens only in poor countries.,1427196431000.0,0,0,0,0,0,0,12,,0,1320512810000.0,0,,1,3,0,0,0.014925373134328358,10,-0.2,3,2,1,2,0,0,1,0,0
0,580323498905702400,5.803300124248105e+17,germanwings-crash,0,15016162,31,@Saifnaiyar @flightradar24 no..,1427196829000.0,0,0,0,0,0,0,13,Hawaii,101,1212659815000.0,1,11.0,2,4,0,0,0.03225806451612903,3,0.0,1,1,0,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,805414416,28,@flightradar24 @matespotters,1427197860000.0,0,0,0,0,0,0,18,Hawaii,0,1346880403000.0,1,11.0,0,2,0,0,0.0,2,0.0,2,0,0,0,0,0,0,0,0
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,2459278543,109,"@flightradar24 BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobie",1427198246000.0,0,0,0,0,0,0,14,,131,1398232860000.0,1,,1,12,0,0,0.13761467889908258,13,-0.2,7,1,1,0,0,0,0,0,1
0,580323498905702400,5.803234989057024e+17,germanwings-crash,0,193770843,128,"@flightradar24 Hi, this is Selena. A journalist from Barcelona. Could you explain how do you know the serial number? Thank you!!",1427198591000.0,0,0,1,1,1,0,12,Paris,32,1285175184000.0,0,1.0,2,8,0,0,0.046875,21,0.0,9,4,1,3,0,3,0,0,0
0,580323498905702400,5.803390726836306e+17,germanwings-crash,0,134196350,117,"@ARAsocietat We have it in our database, but it's also available from several public databases http://t.co/VWG2skC75J",1427198676000.0,0,0,0,0,0,1,13,Stockholm,146,1271528841000.0,1,1.0,1,10,0,0,0.07692307692307693,16,0.13333333333333333,2,2,3,2,2,0,2,0,1
0,580323498905702400,5.80339428977152e+17,germanwings-crash,0,193770843,34,@flightradar24 Thank you so much!!,1427198707000.0,0,0,0,1,1,0,12,Paris,32,1285175184000.0,0,1.0,0,4,0,0,0.029411764705882353,5,0.3125,2,0,1,1,0,1,0,0,0
0,580323498905702400,5.803316804576256e+17,germanwings-crash,0,405683625,64,@seemay @flightradar24 I thought only we use overaged aircrafts.,1427198943000.0,0,0,0,0,0,0,12,,0,1320512810000.0,0,,1,3,0,0,0.015625,9,0.0,3,2,1,2,1,0,0,0,0
0,580323498905702400,5.80340548298367e+17,germanwings-crash,0,15016162,103,"@Saifnaiyar @flightradar24 i kniw..not just us, clearly and lets wait to hear clearly why this crashed.",1427199269000.0,0,0,0,0,0,0,13,Hawaii,101,1212659815000.0,1,11.0,3,6,0,0,0.009708737864077669,16,0.10000000000000002,4,4,0,1,1,0,0,0,0
0,580323498905702400,5.80339428977152e+17,germanwings-crash,0,193770843,100,"@flightradar24 Excuse me, one more question. How can we know this plane is the one that has crashed?",1427199521000.0,0,0,1,0,1,0,12,Paris,32,1285175184000.0,0,1.0,1,5,0,0,0.02,18,0.225,4,4,0,2,2,0,0,0,0
0,580323498905702400,5.80339428977152e+17,germanwings-crash,0,1636464877,136,@flightradar24 @ARAsocietat because it has transponder which sends unique signal from aircraft with speed height information in realtime,1427200286000.0,0,0,0,0,0,0,11,,14,1375306108000.0,0,,0,2,0,0,0.022058823529411766,18,0.375,8,3,1,1,0,0,1,0,0
0,580323877429112832,,germanwings-crash,1,100936791,85,Last few positions of the @germanwings flight plotted on a map http://t.co/UX5G1gYGX7,1427194968000.0,0,0,0,0,0,0,12,London,159,1262334733000.0,0,,1,8,0,0,0.08235294117647059,12,-0.1,5,1,2,0,0,0,0,0,1
0,580323877429112832,5.803238774291128e+17,germanwings-crash,0,37143583,95,"@planefinder Why does distance increase, then decrease, then massively decrease? Say something?",1427195581000.0,0,0,1,0,1,0,15,Auckland,81,1241239689000.0,1,12.0,0,4,0,0,0.021052631578947368,12,0.0,4,4,0,0,0,0,0,0,0
0,580323877429112832,5.803264462807613e+17,germanwings-crash,0,37143583,55,@planefinder RT of @AirlineFlyer http://t.co/SLkWuK8qXb,1427195697000.0,0,0,0,0,0,0,15,Auckland,81,1241239689000.0,1,12.0,1,6,0,0,0.16363636363636364,5,0.0,4,0,0,0,0,0,0,0,1
0,580323877429112832,5.803238774291128e+17,germanwings-crash,0,377991823,37,@planefinder @por qué esa ruta ??????,1427236807000.0,0,0,1,0,1,0,6,,0,1316697786000.0,1,,0,6,0,0,0.0,5,0.0,5,0,0,0,0,0,0,0,0
0,580323946899214336,,germanwings-crash,1,38400130,110,JUST IN: Airbus plane operated by Lufthansa's Germanwings budget airline crashes in southern France: Officials,1427194985000.0,0,0,0,0,0,1,16,Singapore,153,1241687683000.0,1,7.0,0,3,0,0,0.1,15,0.0,10,1,1,0,0,0,0,0,0
0,580323992843718656,,germanwings-crash,1,2280470022,108,BREAKING Last few positions of the @germanwings flight plotted on a map http://t.co/wryDeXWNPV /@planefinder,1427194996000.0,0,0,0,0,0,0,11,Amsterdam,35,1389094680000.0,1,0.0,1,6,0,0,0.1388888888888889,14,-0.1,7,1,2,0,0,0,0,0,1
0,580323992843718656,5.803239928437187e+17,germanwings-crash,0,138245497,123,“@airlivenet: BREAKING Last few positions of the @germanwings flight plotted on a map http://t.co/dy8zhMsOdY /@planefinder”,1427195099000.0,0,0,0,0,0,0,13,Caracas,151,1272503572000.0,1,5.5,1,8,0,0,0.09917355371900827,15,-0.1,8,1,2,0,0,0,0,0,1
0,580323992843718656,5.803239928437187e+17,germanwings-crash,0,944532098,132,@airlivenet @germanwings @planefinder http://t.co/XWzVrzBSny check out the playback. Strange how it decended. Not too rapidly either,1427195109000.0,0,0,0,0,0,0,20,Casablanca,28,1352752218000.0,1,0.0,3,7,1,0,0.05303030303030303,16,-0.05,3,3,1,1,0,0,1,0,1
0,580323992843718656,5.803239928437187e+17,germanwings-crash,0,263762424,134,“@airlivenet: BREAKING Last few positions of the @germanwings flight plotted on a map http://t.co/xdy6mRdFym /@planefinder”@candykises,1427195112000.0,0,0,0,0,0,0,12,,0,1299779920000.0,1,,1,8,0,0,0.08333333333333333,15,-0.1,8,1,2,0,0,0,0,0,1
0,580323992843718656,5.803239928437187e+17,germanwings-crash,0,25995131,105,@airlivenet @vocnorth @germanwings @planefinder oh I do hope that isn't over an area of sparse population,1427196000000.0,0,0,0,0,0,0,2,,3,1237813007000.0,1,,0,1,0,1,0.009523809523809525,16,0.0,6,3,1,1,0,0,0,0,0
0,580323992843718656,5.803239928437187e+17,germanwings-crash,0,47662055,37,@airlivenet @germanwings @planefinder,1427202361000.0,0,0,0,0,0,0,17,Madrid,61,1245168556000.0,1,1.0,0,0,0,0,0.0,3,0.0,2,0,1,0,0,0,0,0,0
0,580324338865430528,,germanwings-crash,1,134196350,120,"Playback of flight #4U9525 is available on http://t.co/FHoX6q0GHt
Pictures http://t.co/VWG2skC75J http://t.co/e4D5Tx8n1x",1427195078000.0,0,0,0,0,0,1,13,Stockholm,146,1271528841000.0,1,0.0,3,30,0,0,0.125,11,0.4,5,2,1,0,0,0,0,0,1
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,231140504,53,@flightradar24 fliying at 2300m without any alert ? 😳,1427195148000.0,0,0,1,0,1,0,5,Casablanca,40,1293474044000.0,0,0.0,0,7,0,0,0.0,7,0.0,2,1,0,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,1541989867,43,@flightradar24 @LindsayShively @KaleeDionne,1427195153000.0,0,0,0,0,0,0,11,,87,1372026333000.0,1,,0,2,0,0,0.09302325581395349,3,0.0,2,0,0,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,89186339,99,@flightradar24 The turbulence is unbelievable at the moment coming back from Spain god knows why !!,1427195211000.0,0,0,0,1,1,0,11,London,66,1257946766000.0,1,0.0,0,4,0,0,0.020202020202020204,15,-0.125,4,4,1,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,3021822897,83,"@flightradar24 Living next to DUS airport, I hope it's not as bad as it looks like.",1427195222000.0,0,0,0,0,0,0,13,,7,1423246577000.0,0,,1,5,1,2,0.060240963855421686,16,-0.3499999999999999,3,3,2,2,0,0,2,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,270390078,47,@flightradar24 seems it went down in 9 minutes.,1427195584000.0,0,0,0,0,0,0,11,Athens,78,1300805076000.0,0,2.0,1,4,1,0,0.0,8,-0.15555555555555559,2,2,0,1,0,0,1,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,1082410501,138,"@flightradar24 A suggestion:perhaps the web site should not show todays flight #4U9525 as""Landed 10.57""in the flight info and history view",1427195716000.0,0,0,0,0,0,0,7,Hawaii,150,1357983002000.0,0,11.0,1,16,0,0,0.021739130434782608,20,0.0,9,3,0,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,369100270,66,@flightradar24 is that flight path the usual one for going to DUS?,1427195803000.0,0,0,1,0,1,0,7,Athens,72,1315337425000.0,1,2.0,0,3,0,0,0.045454545454545456,12,-0.25,4,3,1,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,15902347,75,.@flightradar24 @MarcosBL 10 minutes falling from 40.000 to 6.800 feet. :-(,1427196035000.0,0,0,0,0,0,0,10,Madrid,131,1219137329000.0,1,1.0,4,20,0,0,0.04,10,-0.75,4,1,0,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,189053479,41,@flightradar24 Looks like engines failed.,1427196313000.0,0,0,0,0,0,0,15,Brussels,114,1284104276000.0,0,1.0,1,3,0,1,0.024390243902439025,5,-0.5,2,1,1,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,228997458,44,@flightradar24 damn an a320.. @aftdinnermint,1427196609000.0,0,0,0,0,0,0,15,Central Time (US & Canada),89,1292915968000.0,0,6.0,2,7,0,0,0.0,5,0.0,3,1,0,0,0,0,0,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,2695297518,44,@flightradar24 It's so very painful... :((((,1427197111000.0,0,0,0,0,0,0,13,Warsaw,137,1406800536000.0,0,1.0,3,11,0,0,0.022727272727272728,5,-0.83,0,1,1,0,0,0,1,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,244321352,136,"“@flightradar24: Playback of flight #4U9525 http://t.co/cJbx4wYqqt
Pictures http://t.co/xcc84NZ2tR http://t.co/2x9TVsejWx”@MichaelSmyth_",1427197207000.0,0,0,0,0,0,0,12,,134,1296265806000.0,0,,3,31,0,0,0.09701492537313433,9,0.0,5,1,1,0,0,0,0,0,1
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,2366616593,58,@flightradar24 Thoughts are with their family and friends.,1427197406000.0,0,0,0,0,0,0,13,,39,1393406670000.0,1,,1,3,0,0,0.017241379310344827,8,0.0,4,1,0,0,0,0,1,0,0
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,295510001,138,"“@flightradar24: Playback of flight #4U9525 is available on http://t.co/1NZEbOwzvY
Pictures http://t.co/Msm26Cy1yV http://t.co/HPaGoWoCCd”",1427197843000.0,0,1,0,0,0,0,6,London,0,1304917592000.0,1,0.0,3,28,0,0,0.125,12,0.4,5,2,2,0,0,0,0,0,1
0,580324338865430528,5.803243388654305e+17,germanwings-crash,0,2261651430,72,"@flightradar24 Something does not sound right?
May GOD be with them all.",1427198478000.0,0,0,1,0,1,0,17,,105,1387989018000.0,1,,1,4,0,0,0.06944444444444445,12,0.042857142857142844,3,3,1,1,0,0,1,0,0
