is_rumor,thread,in_reply_tweet,event,is_source_tweet,user_id,tweet_length,text,created,has_smile_emoji,sensitive,has_quest,has_exclaim,has_quest_or_exclaim,user.verified,user.handle_length,user.time_zone,user.desc_length,user.created_at,user.location,user.utc_dist,hasperiod,number_punct,negativewordcount,positivewordcount,capitalratio,contentlength,sentimentscore,Noun,Verb,Adjective,Pronoun,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,Adverb,has_url_in_text
0,524922078638903296,5.249220786389033e+17,ottawashooting,0,172292855,140,カナダの戦争記念碑で銃撃。オタワ州警察が確認。 @CBCOttawa Ottawa police are confirming a shooting at the War Memorial. Minutes ago. No other info. #cbcOTT #OTTnews,1413986970000.0,0,0,0,0,0,0,20,Tokyo,160,1280399430000.0,1,13.0,3,5,0,0,0.1282051282051282,18,0.0625,11,2,1,0,0,0,0,0,0
0,524922078638903296,5.249252975868887e+17,ottawashooting,0,347531577,111,"@Sebas_Lev @StephBerthomet Apprend à lire, comprend le sarcasme et après tu devrais avoir le droit de m'écrire.",1413987095000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,4,0,0,0.046296296296296294,16,0.0,11,2,2,0,0,0,0,0,0
0,524922078638903296,5.2492447199266406e+17,ottawashooting,0,347531577,137,@en_passant_la @StephBerthomet Parce que tout les journaux et radio ont rependu la nouvelle avant même d'avoir la confirmation des faits.,1413987158000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,4,0,0,0.022058823529411766,20,0.0,14,1,2,0,0,0,0,0,0
0,524922078638903296,5.2492630570880205e+17,ottawashooting,0,582603780,133,"“@RenkoQC: @en_passant_la @StephBerthomet ?.. Mais, tu veux qu'ils attendent la fin ? Des fois, ça peut sauver des vies donner info ?",1413987229000.0,0,0,1,0,1,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,2,11,0,0,0.05343511450381679,19,0.0,14,2,0,0,0,0,0,0,0
0,524922078638903296,5.2492660415872614e+17,ottawashooting,0,347531577,124,"@en_passant_la @StephBerthomet Dans l'état actuel post-Richlieu, ça va juste créé de la panique surtout si c'est pas fonder.",1413987294000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,7,0,0,0.03333333333333333,18,0.0,13,1,0,0,0,0,0,0,0
0,524922078638903296,5.249268758825165e+17,ottawashooting,0,582603780,75,“@RenkoQC: @en_passant_la @StephBerthomet ... Mais comment procèderais tu ?,1413987341000.0,0,0,1,0,1,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,3,7,0,0,0.0821917808219178,7,0.0,6,0,0,0,0,0,0,0,0
0,524922078638903296,5.249270738536653e+17,ottawashooting,0,347531577,106,@en_passant_la @StephBerthomet J'attendrais que ce soit fonder ? Je vit pas ma vie pour des côté d'écoute.,1413987446000.0,0,0,1,0,1,0,8,Quito,58,1312326757000.0,1,1.0,1,6,0,0,0.038834951456310676,16,0.0,13,1,1,0,0,0,0,0,0
0,524922078638903296,5.249270738536653e+17,ottawashooting,0,347531577,116,@en_passant_la La peur fait bien souvent beaucoup plus de mal que de potentiels balles. L'humain étant ce qu'il est.,1413987555000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,2,6,0,0,0.017391304347826087,19,0.0,14,0,2,0,0,0,0,0,0
0,524922078638903296,5.249275141465129e+17,ottawashooting,0,582603780,123,"“@RenkoQC: @en_passant_la @StephBerthomet ?.. Honnêtement, je pense pas qu'un journaliste souhaite amener une fausse info ?",1413987578000.0,0,0,1,0,1,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,2,9,0,0,0.049586776859504134,14,0.0,11,0,2,0,0,0,0,0,0
0,524922078638903296,5.249268758825165e+17,ottawashooting,0,1206639234,77,@RenkoQC @en_passant_la c'est confirmé et des journalistes étaient sur place.,1413987608000.0,0,0,0,0,0,0,18,Central Time (US & Canada),159,1361502610000.0,1,1.0,1,4,0,0,0.04,10,0.0,7,1,2,0,0,0,0,0,0
0,524922078638903296,5.249280672493773e+17,ottawashooting,0,347531577,132,@en_passant_la @StephBerthomet Je sais pas pour tout les médias mais @NRJ943Montreal et @tvanouvelles sont les experts du non-fondé.,1413987664000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,7,0,0,0.05384615384615385,18,0.0,10,4,1,0,0,0,0,0,0
0,524922078638903296,5.249281916272804e+17,ottawashooting,0,347531577,125,@StephBerthomet @en_passant_la Sauf que ça c'est retrouver partout bien avant d'être confirmé. Bien triste nouvelle au final.,1413987704000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,2,6,0,0,0.03278688524590164,17,0.0,11,2,1,0,0,0,0,0,0
0,524922078638903296,5.2492797169474355e+17,ottawashooting,0,582603780,58,“@RenkoQC ... Auront ils moi s peur quand si c'est fondé ?,1413987731000.0,0,0,1,0,1,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,3,5,0,0,0.07142857142857142,10,0.0,6,1,1,0,0,0,0,0,0
0,524922078638903296,5.2492842649153536e+17,ottawashooting,0,582603780,140,“@RenkoQC  @StephBerthomet .. Si tu savais la pression qu'ils ont parfois d'amener de la viande à tout prix ! (Amener ou emener) Jhais ce mo,1413987901000.0,0,0,0,1,1,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,2,7,0,0,0.057971014492753624,22,0.0,13,2,2,0,0,0,0,0,0
0,524922078638903296,5.249294228736e+17,ottawashooting,0,347531577,135,@en_passant_la @StephBerthomet J'en doute pas et tant mieux ( journalistiquement parlant ) si l'événement rapporter était vrai mais 1/2,1413988004000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,0,9,0,0,0.022727272727272728,17,0.0,14,1,1,0,0,0,0,0,0
0,524922078638903296,5.249294228736e+17,ottawashooting,0,347531577,135,@en_passant_la @StephBerthomet c'est trop souvent baser sur rien. Comme ce que TVA a rapporter à propos de la prière de la Ronde et qui,1413988027000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,4,0,0,0.05263157894736842,23,0.0,15,0,0,0,0,0,0,0,0
0,524922078638903296,5.249294228736e+17,ottawashooting,0,347531577,97,@en_passant_la @StephBerthomet c'est avérer être un montage de toute pièce par un groupe haineux.,1413988040000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,4,0,0,0.02127659574468085,14,0.0,10,0,3,0,0,0,0,0,0
0,524922078638903296,5.249298531840164e+17,ottawashooting,0,582603780,96,“@RenkoQC: @en_passant_la @StephBerthomet J'en doute pas et tant.. Et ça mène à des distorsion !,1413988133000.0,0,0,0,1,1,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,2,7,0,0,0.07608695652173914,13,0.0,10,1,0,0,0,0,0,0,0
0,524922078638903296,5.249281916272804e+17,ottawashooting,0,582603780,69,“@StephBerthomet: @RenkoQC Ça me rappelle au parlement de Québec 1984,1413988262000.0,0,0,0,0,0,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,0,5,0,0,0.09090909090909091,10,0.0,4,0,2,1,1,0,0,0,0
0,524922078638903296,5.2492797169474355e+17,ottawashooting,0,400972999,75,@RenkoQC @en_passant_la Et c'est justement pour ça que c'est du terrorisme.,1413990108000.0,0,0,0,0,0,0,8,Eastern Time (US & Canada),159,1319923020000.0,1,0.0,1,5,0,0,0.05405405405405406,11,0.0,7,2,0,0,0,0,0,0,0
0,524922078638903296,5.2493867704334746e+17,ottawashooting,0,347531577,67,"@3strokes @en_passant_la Au sens large qu'on donne à ce terme, oui.",1413990162000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,6,0,0,0.015151515151515152,10,0.21428571428571427,4,2,3,0,0,0,0,0,0
0,524922078638903296,5.2492842649153536e+17,ottawashooting,0,26088254,137,"@RenkoQC @en_passant_la @StephBerthomet Si on en parle et qu'il ne se passe rien, tout à coup on est les experts du non-fondé, si on n'en",1413991389000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,0,7,0,0,0.044444444444444446,24,0.0,12,2,1,0,0,0,0,0,0
0,524922078638903296,5.2492842649153536e+17,ottawashooting,0,26088254,137,@RenkoQC @en_passant_la @StephBerthomet parle pas et que ça se passe réellement on est à côté de la track... c'est quoi TA formule à toi?,1413991420000.0,0,0,1,0,1,0,17,Quito,94,1237841834000.0,0,1.0,3,7,0,0,0.05343511450381679,22,0.0,14,1,1,0,0,0,0,0,0
0,524922078638903296,5.2492842649153536e+17,ottawashooting,0,26088254,136,"@RenkoQC @en_passant_la @StephBerthomet c'est TELLEMENT facile de jouer les experts si t'as pas à le vivre toi-même au quotidien, buddy.",1413991455000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,1,7,0,0,0.1044776119402985,19,0.0,13,3,1,0,0,0,0,0,0
0,524922078638903296,5.249441830320456e+17,ottawashooting,0,347531577,125,@tobiebh @en_passant_la @StephBerthomet Éviter le sensationnalisme et attiser la haine racial et y aller avec des faits ? 1/2,1413991466000.0,0,0,1,0,1,0,8,Quito,58,1312326757000.0,1,1.0,0,6,0,0,0.016129032258064516,18,0.0,12,1,2,0,0,0,0,0,0
0,524922078638903296,5.249441830320456e+17,ottawashooting,0,347531577,139,@tobiebh @en_passant_la @StephBerthomet 2/2 va faire un tour sur la page NRJ de Facebook c'est commentaire raciste sur commentaire raciste.,1413991487000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,7,0,0,0.04316546762589928,20,0.0,16,0,1,0,0,0,0,0,0
0,524922078638903296,5.24944461936468e+17,ottawashooting,0,26088254,132,@RenkoQC @en_passant_la @StephBerthomet N'importe quel média qui a 100k+ sur sa page fb va finir par y voir arriver des commentaires,1413991546000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,0,7,0,0,0.04580152671755725,21,0.0,16,2,0,0,0,0,0,0,0
0,524922078638903296,5.249443299836846e+17,ottawashooting,0,347531577,140,@tobiebh @en_passant_la @StephBerthomet expert ? Est-ce si dur de devoir attendre qu'un fait soit fonder ? Toujours vouloir le scoop. Buddy.,1413991559000.0,0,0,1,0,1,0,8,Quito,58,1312326757000.0,1,1.0,2,8,0,0,0.03571428571428571,19,0.0,15,0,2,0,0,0,0,0,0
0,524922078638903296,5.249447649078231e+17,ottawashooting,0,26088254,137,@RenkoQC @en_passant_la @StephBerthomet De tous les temps tous les médias ont toujours utilisé le conditionnel tant que ça n'est pas con-,1413991604000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,0,4,0,0,0.04477611940298507,21,0.0,10,2,6,0,0,0,0,0,0
0,524922078638903296,5.249447649078231e+17,ottawashooting,0,26088254,114,"@RenkoQC firmé. Si les gens ne font pas la distinction dans leurs temps de verbe, je vois pas ce qu'on peut faire.",1413991633000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,2,4,0,0,0.035398230088495575,22,-0.2,15,2,3,0,0,0,0,0,0
0,524922078638903296,5.249450733233971e+17,ottawashooting,0,347531577,139,"@tobiebh C'est encore une fois de vouloir le scoop. C'est probablement une question de rentabilité, je ne gère pas NRJ ni TVA. Je doute 1/2",1413991782000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,2,8,0,0,0.06569343065693431,25,0.0,14,1,2,0,0,0,0,0,0
0,524922078638903296,5.249447649078231e+17,ottawashooting,0,26088254,135,@RenkoQC J'ai fait le tour des principaux médias et je suis curieux de savoir quelle info fallacieuse on donne de plus? Hormis les com-,1413991787000.0,0,0,1,0,1,0,17,Quito,94,1237841834000.0,0,1.0,0,3,0,0,0.03731343283582089,24,0.0,12,3,2,0,0,0,0,0,0
0,524922078638903296,5.249456997342904e+17,ottawashooting,0,26088254,93,@RenkoQC mentaires auxquels tu fais allusion et sur lesquels on n'a ultimement aucun contrôle,1413991823000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,0,1,0,0,0.03260869565217391,14,0.0,7,1,3,0,0,0,0,0,0
0,524922078638903296,5.249450733233971e+17,ottawashooting,0,347531577,139,"@tobiebh 2/2 que ma ""formule"" serait rentable mais aurait au moins l'intérêt de ne pas vouloir créer des mouvements de panique sv infondée.",1413991835000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,7,0,0,0.0,23,0.0,13,1,2,0,0,0,0,0,0
0,524922078638903296,5.249456997342904e+17,ottawashooting,0,26088254,130,"@RenkoQC fais-moi une liste des informations erronées qui ont été communiquées par nous et pas par les autres stp.
Après on jasera",1413991864000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,1,2,0,0,0.032,22,0.0,12,3,4,0,0,0,0,0,0
0,524922078638903296,5.249450733233971e+17,ottawashooting,0,582603780,135,"@tobiebh @RenkoQC   Et voilà.... Et il faut arrêter de chercher des dieux à tout prix ! L,erreur est humaine et ils sont aussi humain !",1413991865000.0,0,0,0,1,1,0,18,Atlantic Time (Canada),139,1337238506000.0,1,1.0,4,7,0,0,0.045454545454545456,22,0.0,15,2,2,0,0,0,0,0,0
0,524922078638903296,5.249460433400914e+17,ottawashooting,0,347531577,79,"@tobiebh Donc parce que tout le monde le fait, c'est correct ? C'est la norme ?",1413991902000.0,0,0,1,0,1,0,8,Quito,58,1312326757000.0,1,1.0,0,5,0,1,0.02531645569620253,14,0.0,12,0,1,0,0,0,0,0,0
0,524922078638903296,5.249460433400914e+17,ottawashooting,0,347531577,133,"@tobiebh J'ai pas dit que vous étiez les pire, 130 caractère laisse pas assez de place pour citer toute la crap journalistique du QC.",1413992167000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,1,6,0,0,0.022900763358778626,24,-0.8,16,2,3,0,0,0,0,0,0
0,524922078638903296,5.249473143903437e+17,ottawashooting,0,26088254,123,"@RenkoQC bien d'accord! Trop court pour expliquer un point comme l'autre. Mais tsé tu nous nommes, normal que je réponde ;)",1413993075000.0,0,0,0,1,1,0,17,Quito,94,1237841834000.0,0,1.0,1,7,0,0,0.04132231404958678,20,0.2,16,0,4,0,0,0,0,0,0
0,524922078638903296,5.249511235355976e+17,ottawashooting,0,347531577,138,"@tobiebh J'aurais du aussi faire une distinction entre votre radio et votre Facebook, mon propos aurait sûrement sembler moins agressif :/",1413993165000.0,0,0,0,0,0,0,8,Quito,58,1312326757000.0,1,1.0,0,4,0,0,0.014598540145985401,20,-0.25,16,2,2,0,0,0,0,0,0
0,524922078638903296,5.2495149836796314e+17,ottawashooting,0,26088254,136,"@RenkoQC T'inquiète, dans la vie j'aime beaucoup argumenter. C'est jamais de la chicane mais plutôt de la simple opposition de points de",1413993827000.0,0,0,0,0,0,0,17,Quito,94,1237841834000.0,0,1.0,1,5,0,0,0.03731343283582089,22,0.0,10,1,2,0,0,0,0,0,0
0,524922499466022913,,ottawashooting,1,18999969,102,Passersby working on shooting victim. From the CBC's Jason Ho. #cbcOTT #OTTnews http://t.co/mskjnJAlvE,1413986251000.0,0,0,0,0,0,0,10,Eastern Time (US & Canada),84,1231973179000.0,1,0.0,3,10,0,0,0.1568627450980392,13,-0.07500000000000001,8,2,0,0,0,0,0,0,1
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,570951676,35,@CBCOttawa @CBCNews how horrible!!!,1413986361000.0,0,0,0,1,1,0,10,Eastern Time (US & Canada),159,1336147644000.0,1,0.0,0,3,0,0,0.22857142857142856,4,-1.0,2,0,1,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,95660747,91,@CBCOttawa @CBCNews What a unclassy photo. It could be your mom. booo Show some discretion.,1413986420000.0,0,0,0,0,0,0,13,Mountain Time (US & Canada),97,1260370253000.0,1,2.0,3,3,0,0,0.12087912087912088,15,0.0,7,1,1,1,0,1,1,0,0
0,524922499466022913,5.2492296224034406e+17,ottawashooting,0,34249104,62,“@LisaRachel123: @CBCOttawa @CBCNews how horrible!!!” Shit..!!,1413986478000.0,0,0,0,1,1,0,11,,149,1240401084000.0,1,,2,11,0,0,0.18333333333333332,6,-0.65625,4,0,1,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,2442974962,33,@CBCOttawa http://t.co/OSehwkVhvx,1413986547000.0,0,0,0,0,0,0,19,,0,1396042828000.0,1,,1,5,0,0,0.21212121212121213,2,0.0,2,0,0,0,0,0,0,0,1
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,2329265754,40,@CBCOttawa @CBCNews shooting is horrible,1413986669000.0,0,0,0,0,0,0,13,,0,1391629404000.0,1,,0,0,0,0,0.2,5,-1.0,3,1,1,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,1553692321,50,@CBCOttawa Did anybody manage to nail the shooter?,1413986768000.0,0,0,1,0,1,0,14,Eastern Time (US & Canada),141,1372441987000.0,0,0.0,0,1,0,0,0.1,8,0.0,5,1,0,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,2833993809,67,@CBCOttawa @CBCNews Please contact CJAD Amanda Kline (514) 207-2173,1413986957000.0,0,0,0,0,0,0,12,,29,1413464291000.0,1,,0,13,0,0,0.22388059701492538,9,0.0,6,1,0,0,0,0,0,0,0
0,524922499466022913,5.249234541693133e+17,ottawashooting,0,570951676,40,.@Marcusl230 @CBCOttawa @CBCNews Scary!!,1413987499000.0,0,0,0,1,1,0,10,Eastern Time (US & Canada),159,1336147644000.0,1,0.0,1,6,0,0,0.25,4,-0.78125,4,0,0,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,1457101706,107,@CBCOttawa @CBCNews .... Terrible news to hear of a solider injured on Canadian soil - thoughts and prayers,1413988336000.0,0,0,0,0,0,0,10,Mountain Time (US & Canada),115,1369491299000.0,0,2.0,4,5,0,0,0.09345794392523364,16,-1.0,8,2,1,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,2401156465,140,“@CBCOttawa:Passersby working on#shooting#victim From CBC's Jason Ho#cbcOTT #OTTnews http://t.co/rN2peA1siF” #Ontario #Canada #veteran #pray,1413988538000.0,0,0,0,0,0,0,3,,46,1395387108000.0,1,,1,17,0,0,0.15942028985507245,13,0.0,11,1,0,0,0,0,0,0,1
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,361107131,127,“@CBCOttawa: Passersby working on shooting victim. From the CBC's Jason Ho. #cbcOTT #OTTnews http://t.co/QlR06BFyCD” @KayBurley,1413989350000.0,0,0,0,0,0,0,3,,90,1314172639000.0,1,,3,13,0,0,0.2,15,-0.07500000000000001,10,2,0,0,0,0,0,0,1
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,180818052,10,@CBCOttawa,1413989970000.0,0,0,0,0,0,0,7,Quito,0,1282317983000.0,1,1.0,0,0,0,0,0.4,1,0.0,1,0,0,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,1328299010,10,@CBCOttawa,1413990076000.0,0,0,0,0,0,0,8,,0,1365132305000.0,0,,0,0,0,0,0.4,1,0.0,1,0,0,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,1894234825,32,@CBCOttawa God save the soldier!,1413990521000.0,0,0,0,1,1,0,5,,0,1379865338000.0,1,,0,1,0,0,0.15625,5,0.0,3,1,0,0,0,0,0,0,0
0,524922499466022913,5.249224994660229e+17,ottawashooting,0,519919670,92,@CBCOttawa very sad. Makes me wonder where this world is coming to. Prayers to all involved.,1413999500000.0,0,0,0,0,0,0,11,Eastern Time (US & Canada),129,1331336098000.0,1,0.0,3,3,1,0,0.06521739130434782,16,-0.65,4,4,1,1,1,0,0,0,0
0,524923148576518144,,ottawashooting,1,81122301,62,Shooting at the war memorial in Ottawa. http://t.co/1Z0p4Mj5Vw,1413986405000.0,0,0,0,0,0,1,11,Quito,19,1255098974000.0,1,1.0,2,10,0,0,0.08064516129032258,8,0.0,4,1,0,0,0,0,0,0,1
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,40906602,72,.@IvisonJ Is this a different one from the shooting at the Centre Block?,1413986441000.0,0,0,1,0,1,1,14,Quito,117,1242663929000.0,1,1.0,1,2,0,0,0.06944444444444445,13,0.0,4,1,1,0,0,0,0,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,95660747,125,"@IvisonJ @shanedingman Quit posting photos that don't need to show. Use your head, not sensationalism in the name of privacy.",1413986556000.0,0,0,0,0,0,0,13,Mountain Time (US & Canada),97,1260370253000.0,1,2.0,2,4,0,0,0.032,20,0.0,9,4,0,0,0,1,0,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,1852665702,140,@IvisonJ @PoliticoVoice Arrest Islamists BEFORE they murder more Canadians.  Change the immigration policies that let them into the country!,1413986714000.0,0,0,0,1,1,0,16,,0,1378853872000.0,1,,1,2,0,0,0.1,19,0.2875,7,4,0,2,0,0,2,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,78898625,41,@IvisonJ @MartinLahaie Is the man OK?  :(,1413986751000.0,0,0,1,0,1,0,15,Quito,152,1254402474000.0,1,1.0,0,3,0,0,0.17073170731707318,6,-0.125,4,1,0,0,0,0,0,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,1852665702,117,"@IvisonJ This is a time of war, this is no joke.  Get real and fight for yourselves!  If you don't, no one else will!",1413986758000.0,0,0,0,1,1,0,16,,0,1378853872000.0,1,,1,6,0,0,0.042735042735042736,24,0.3125,8,3,1,1,0,1,0,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,2833993809,70,@IvisonJ @nationalpost Please contact CJAD Amanda Kline (514) 207-2173,1413986793000.0,0,0,0,0,0,0,12,,29,1413464291000.0,1,,0,13,0,0,0.12857142857142856,9,0.0,5,2,0,0,0,0,0,0,0
0,524923148576518144,5.249244437020877e+17,ottawashooting,0,78898625,129,"@ivoirien_com @IvisonJ @PoliticoVoice For the Canadian ones, give them back their passports and send them to Middle East forever.",1413986795000.0,0,0,0,0,0,0,15,Quito,152,1254402474000.0,1,1.0,1,3,0,0,0.06201550387596899,19,0.0,8,2,1,2,0,0,3,0,0
0,524923148576518144,5.249245995708211e+17,ottawashooting,0,183696544,65,@7PinkPanther7 @IvisonJ what I read no. Could be shot to death...,1413986828000.0,0,0,0,0,0,0,13,America/Toronto,160,1282929933000.0,1,0.0,4,6,0,0,0.09230769230769231,11,0.0,3,3,0,1,0,0,0,0,0
0,524923148576518144,5.2492492105161114e+17,ottawashooting,0,78898625,75,@MartinLahaie @IvisonJ Il en aurait tiré 2 maintenant et serait au large...,1413986903000.0,0,0,0,0,0,0,15,Quito,152,1254402474000.0,1,1.0,3,4,0,0,0.06756756756756757,12,0.21428571428571427,8,1,1,0,0,0,0,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,893509903,40,@IvisonJ @nationalpost hope they recover,1413986996000.0,0,0,0,0,0,0,10,Atlantic Time (Canada),0,1350748242000.0,0,1.0,0,0,0,1,0.05,5,0.0,2,1,0,1,0,0,1,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,7345022,107,"@IvisonJ Hello I work at a London newspaper, The Independent (@independent) - can we use this image please?",1413987020000.0,0,0,1,0,1,1,19,London,122,1183980969000.0,0,5.0,0,5,0,0,0.06542056074766354,17,0.0,7,2,1,2,1,0,0,0,0
0,524923148576518144,5.2492314857651814e+17,ottawashooting,0,271500010,78,"@IvisonJ Hi John, could we use your pictures in the Independent online please?",1413987023000.0,0,0,1,0,1,0,15,London,102,1300985258000.0,1,5.0,0,2,0,0,0.0641025641025641,13,0.0,7,1,0,1,1,1,0,0,0
